coral_id,date,transplantation,type,knoll,species,survival_status,trapezia,alpheus,spirobranchus_giganteus,collector,coral_id_raw,species_raw,date_raw,genus,cohort,treatment,coral_uid,monitoring_start,months_of_monitoring,pre_monitoring_date_flag,inverts_observed,collector_clean,bio_colony_id,source_coral_uid,source_cohort,source_monitoring_start,source_transplantation,survey_occasion,month_bin
12Pd1,2006-11-01,control_unified,control,12,Pocillopora_damicornis,0,2,1,0,NA,12Pd1,Pocillopora_damicornis,1/11/2006,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,11,FALSE,TRUE,NA,12Pd1,12Pd1_control_T1,T1,2005-12-01,control_T1,11,11
12Pd1,2006-12-01,control_unified,control,12,Pocillopora_damicornis,0,6,4,3,NA,12Pd1,Pocillopora_damicornis,1/12/2006,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,12,FALSE,TRUE,NA,12Pd1,12Pd1_control_T1,T1,2005-12-01,control_T1,12,12
12Pd1,2007-02-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,3,NA,12Pd1,Pocillopora_damicornis,1/2/2007,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,14,FALSE,TRUE,NA,12Pd1,12Pd1_control_T1,T1,2005-12-01,control_T1,13,14
12Pd1,2007-04-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd1,Pocillopora_damicornis,1/4/2007,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,16,FALSE,TRUE,NA,12Pd1,12Pd1_control_T1,T1,2005-12-01,control_T1,14,16
12Pd1,2007-06-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd1,Pocillopora_damicornis,1/6/2007,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,18,FALSE,TRUE,NA,12Pd1,12Pd1_control_T1,T1,2005-12-01,control_T1,15,18
12Pd1,2007-07-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd1,Pocillopora_damicornis,1/7/2007,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,19,FALSE,TRUE,NA,12Pd1,12Pd1_control_T1,T1,2005-12-01,control_T1,16,19
12Pd1,2007-09-01,control_unified,control,12,Pocillopora_damicornis,0,3,0,0,NA,12Pd1,Pocillopora_damicornis,1/9/2007,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,21,FALSE,TRUE,NA,12Pd1,12Pd1_control_T1,T1,2005-12-01,control_T1,17,21
12Pd1,2007-10-01,control_unified,control,12,Pocillopora_damicornis,0,4,2,0,NA,12Pd1,Pocillopora_damicornis,1/10/2007,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,22,FALSE,TRUE,NA,12Pd1,12Pd1_control_T2,T2,2007-06-01,control_T2,18,22
12Pd1,2007-12-01,control_unified,control,12,Pocillopora_damicornis,0,4,2,0,NA,12Pd1,Pocillopora_damicornis,1/12/2007,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,24,FALSE,TRUE,NA,12Pd1,12Pd1_control_T2,T2,2007-06-01,control_T2,19,24
12Pd1,2008-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd1,Pocillopora_damicornis,1/9/2008,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,33,FALSE,TRUE,NA,12Pd1,12Pd1_control_T2,T2,2007-06-01,control_T2,20,33
12Pd1,2008-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,2,NA,12Pd1,Pocillopora_damicornis,1/12/2008,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,36,FALSE,TRUE,NA,12Pd1,12Pd1_control_T2,T2,2007-06-01,control_T2,21,36
12Pd1,2009-04-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd1,Pocillopora_damicornis,1/4/2009,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,40,FALSE,TRUE,NA,12Pd1,12Pd1_control_T2,T2,2007-06-01,control_T2,22,40
12Pd1,2009-09-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd1,Pocillopora_damicornis,1/9/2009,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,45,FALSE,TRUE,NA,12Pd1,12Pd1_control_T2,T2,2007-06-01,control_T2,23,45
12Pd1,2011-11-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd1,Pocillopora_damicornis,1/11/2011,Pocillopora,Unified,control,12Pd1_control_unified,2005-12-01,71,FALSE,TRUE,NA,12Pd1,12Pd1_control_T2,T2,2007-06-01,control_T2,26,71
12Pd2,2005-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/12/2005,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,0,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,1,0
12Pd2,2006-01-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/1/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,1,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,2,1
12Pd2,2006-02-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/2/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,2,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,3,2
12Pd2,2006-03-01,control_unified,control,12,Pocillopora_damicornis,0,3,0,0,NA,12Pd2,Pocillopora_damicornis,1/3/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,3,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,4,3
12Pd2,2006-04-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/4/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,4,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,5,4
12Pd2,2006-05-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/5/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,5,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,6,5
12Pd2,2006-06-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/6/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,6,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,7,6
12Pd2,2006-07-01,control_unified,control,12,Pocillopora_damicornis,0,3,0,0,NA,12Pd2,Pocillopora_damicornis,1/7/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,7,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,8,7
12Pd2,2006-08-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/8/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,8,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,9,8
12Pd2,2006-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/9/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,9,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,10,9
12Pd2,2006-11-01,control_unified,control,12,Pocillopora_damicornis,0,2,1,0,NA,12Pd2,Pocillopora_damicornis,1/11/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,11,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,11,11
12Pd2,2006-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/12/2006,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,12,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,12,12
12Pd2,2007-02-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/2/2007,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,14,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,13,14
12Pd2,2007-04-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/4/2007,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,16,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,14,16
12Pd2,2007-06-01,control_unified,control,12,Pocillopora_damicornis,0,2,1,0,NA,12Pd2,Pocillopora_damicornis,1/6/2007,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,18,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,15,18
12Pd2,2007-07-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd2,Pocillopora_damicornis,1/7/2007,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,19,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,16,19
12Pd2,2007-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/9/2007,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,21,FALSE,TRUE,NA,12Pd2,12Pd2_control_T1,T1,2005-12-01,control_T1,17,21
12Pd2,2007-10-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/10/2007,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,22,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,18,22
12Pd2,2007-12-01,control_unified,control,12,Pocillopora_damicornis,0,4,2,0,NA,12Pd2,Pocillopora_damicornis,1/12/2007,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,24,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,19,24
12Pd2,2008-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/9/2008,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,33,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,20,33
12Pd2,2008-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/12/2008,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,36,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,21,36
12Pd2,2009-04-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/4/2009,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,40,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,22,40
12Pd2,2009-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/9/2009,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,45,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,23,45
12Pd2,2011-11-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/11/2011,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,71,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,26,71
12Pd2,2012-03-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd2,Pocillopora_damicornis,1/3/2012,Pocillopora,Unified,control,12Pd2_control_unified,2005-12-01,75,FALSE,TRUE,NA,12Pd2,12Pd2_control_T2,T2,2007-06-01,control_T2,27,75
12Pd3,2005-12-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/12/2005,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,0,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,1,0
12Pd3,2006-01-01,control_unified,control,12,Pocillopora_damicornis,0,1,1,0,NA,12Pd3,Pocillopora_damicornis,1/1/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,1,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,2,1
12Pd3,2006-02-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/2/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,2,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,3,2
12Pd3,2006-03-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/3/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,3,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,4,3
12Pd3,2006-04-01,control_unified,control,12,Pocillopora_damicornis,0,1,0,0,NA,12Pd3,Pocillopora_damicornis,1/4/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,4,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,5,4
12Pd3,2006-05-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/5/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,5,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,6,5
12Pd3,2006-06-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/6/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,6,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,7,6
12Pd3,2006-07-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/7/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,7,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,8,7
12Pd3,2006-08-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/8/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,8,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,9,8
12Pd3,2006-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/9/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,9,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,10,9
12Pd3,2006-11-01,control_unified,control,12,Pocillopora_damicornis,0,1,0,0,NA,12Pd3,Pocillopora_damicornis,1/11/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,11,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,11,11
12Pd3,2006-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/12/2006,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,12,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,12,12
12Pd3,2007-02-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/2/2007,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,14,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,13,14
12Pd3,2007-04-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/4/2007,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,16,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,14,16
12Pd3,2007-06-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/6/2007,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,18,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,15,18
12Pd3,2007-07-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/7/2007,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,19,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,16,19
12Pd3,2007-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,1,0,NA,12Pd3,Pocillopora_damicornis,1/9/2007,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,21,FALSE,TRUE,NA,12Pd3,12Pd3_control_T1,T1,2005-12-01,control_T1,17,21
12Pd3,2007-10-01,control_unified,control,12,Pocillopora_damicornis,0,2,2,0,NA,12Pd3,Pocillopora_damicornis,1/10/2007,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,22,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,18,22
12Pd3,2007-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/12/2007,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,24,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,19,24
12Pd3,2008-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/9/2008,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,33,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,20,33
12Pd3,2008-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/12/2008,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,36,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,21,36
12Pd3,2009-04-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/4/2009,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,40,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,22,40
12Pd3,2009-09-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd3,Pocillopora_damicornis,1/9/2009,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,45,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,23,45
12Pd3,2011-11-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/11/2011,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,71,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,26,71
12Pd3,2012-03-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd3,Pocillopora_damicornis,1/3/2012,Pocillopora,Unified,control,12Pd3_control_unified,2005-12-01,75,FALSE,TRUE,NA,12Pd3,12Pd3_control_T2,T2,2007-06-01,control_T2,27,75
12Pd4,2005-12-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd4,Pocillopora_damicornis,1/12/2005,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,0,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,1,0
12Pd4,2006-01-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd4,Pocillopora_damicornis,1/1/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,1,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,2,1
12Pd4,2006-02-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd4,Pocillopora_damicornis,1/2/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,2,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,3,2
12Pd4,2006-03-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd4,Pocillopora_damicornis,1/3/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,3,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,4,3
12Pd4,2006-04-01,control_unified,control,12,Pocillopora_damicornis,0,1,0,0,NA,12Pd4,Pocillopora_damicornis,1/4/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,4,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,5,4
12Pd4,2006-05-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd4,Pocillopora_damicornis,1/5/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,5,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,6,5
12Pd4,2006-06-01,control_unified,control,12,Pocillopora_damicornis,0,1,0,0,NA,12Pd4,Pocillopora_damicornis,1/6/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,6,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,7,6
12Pd4,2006-07-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd4,Pocillopora_damicornis,1/7/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,7,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,8,7
12Pd4,2006-08-01,control_unified,control,12,Pocillopora_damicornis,0,1,0,0,NA,12Pd4,Pocillopora_damicornis,1/8/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,8,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,9,8
12Pd4,2006-09-01,control_unified,control,12,Pocillopora_damicornis,0,1,0,0,NA,12Pd4,Pocillopora_damicornis,1/9/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,9,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,10,9
12Pd4,2006-11-01,control_unified,control,12,Pocillopora_damicornis,0,0,0,0,NA,12Pd4,Pocillopora_damicornis,1/11/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,11,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,11,11
12Pd4,2006-12-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd4,Pocillopora_damicornis,1/12/2006,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,12,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,12,12
12Pd4,2007-02-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd4,Pocillopora_damicornis,1/2/2007,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,14,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,13,14
12Pd4,2007-04-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,0,NA,12Pd4,Pocillopora_damicornis,1/4/2007,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,16,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,14,16
12Pd4,2007-06-01,control_unified,control,12,Pocillopora_damicornis,0,2,0,1,NA,12Pd4,Pocillopora_damicornis,1/6/2007,Pocillopora,Unified,control,12Pd4_control_unified,2005-12-01,18,FALSE,TRUE,NA,12Pd4,12Pd4_control_T1,T1,2005-12-01,control_T1,15,18
